ID,vi,surfaceTension,radius,cTime,maxDeflection,coefOfRestitution,Density,labcTime,labcoefOfRestitution
Tue133017,-0.3097808422,27,0.795,1.012,0.2033192355,0.975035452376956,7.8,51.2334758081177,0.975035436342574
Tue133337,-0.309702389,27,0.795,1.0125,0.2043045733,0.945819769899082,7.8,1.01,0.945819776165686
Tue142120,-0.309702389,27,0.795,1.0125,0.2043045733,0.945819769899082,7.8,1.01,0.945819776165686
