ID,-0.29874,73.0,1.75,4.325,0.3994
ID,-0.29874,73.0,1.75,4.325,0.3994
ID,-0.29877,23.0,3.0,18.275,1.80335
ID,-0.29877,23.0,3.0,18.175,1.78823
ID,-1.00005,73.0,3.0,9.44,2.98763
