ID,vi,surfaceTension,radius,cTime,maxDeflection,coefOfRestitution
Fri085128,-0.05,27,0.35,0.64,0.0095029861,0.449239352181418
Fri085134,-0.04,27,0.35,0.784,0.0087034647,0.596925446731687
Fri085140,-0.03,27,0.35,0.616,0.0052419624,0.507898188591958
